canDropScene-int[],canMint-int,desc-string,givenSkillId-int,icon-string,id-int,name-string,quality-int[],resourceInstructions-int[],subType-int,talentId-int[],tokenTaskLevel-int[],tokenTaskRefreshType-int,type-int,useLv-int,userType-int,boothFees-int
4,1," Il y a une chance d'obtenir lors de la synthèse d'équipement.
Apparence à la mode sans attributs
-------
Suggère de porter comme mode
",0,item-icon-260,260,Pantalon de Lad Élégant,5,,0,1,999,0,1,0,1,718
4,1," Il y a une chance d'obtenir lors de la synthèse d'équipement.
Apparence à la mode sans attributs
-------
Suggère de porter comme mode
",0,item-icon-261,261,Chaussures de Lad Élégant,5,,0,1,999,0,1,0,1,718
4,1," Il y a une chance d'obtenir lors de la synthèse d'équipement.
Apparence à la mode sans attributs
-------
Suggère de porter comme mode
",0,item-icon-262,262,Cheveux du Coureur Rapide,5,,0,1,999,0,1,1,1,718
4,1," Il y a une chance d'obtenir lors de la synthèse d'équipement.
Apparence à la mode sans attributs
-------
Suggère de porter comme mode
",0,item-icon-263,263,Haut du Coureur Rapide,5,,0,1,999,0,1,1,1,718
4,1," Il y a une chance d'obtenir lors de la synthèse d'équipement.
Apparence à la mode sans attributs
-------
Suggère de porter comme mode
",0,item-icon-264,264,Gants du Coureur Rapide,5,,0,1,999,0,1,1,1,718
4,1," Il y a une chance d'obtenir lors de la synthèse d'équipement.
Apparence à la mode sans attributs
-------
Suggère de porter comme mode
",0,item-icon-265,265,Pantalon du Coureur Rapide,5,,0,1,999,0,1,1,1,718
4,1," Il y a une chance d'obtenir lors de la synthèse d'équipement.
Apparence à la mode sans attributs
-------
Suggère de porter comme mode
",0,item-icon-266,266,Chaussures du Coureur Rapide,5,,0,1,999,0,1,1,1,718
4,1," Il y a une chance d'obtenir lors de la synthèse d'équipement.
Apparence à la mode sans attributs
-------
Suggère de porter comme mode
",0,item-icon-267,267,Cheveux du Soldat Romain,5,,0,3,999,0,1,2,1,
4,1," Il y a une chance d'obtenir lors de la synthèse d'équipement.
Apparence à la mode sans attributs
-------
Suggère de porter comme mode
",0,item-icon-268,268,Haut du Soldat Romain,5,,0,3,999,0,1,2,1,
4,1," Il y a une chance d'obtenir lors de la synthèse d'équipement.
Apparence à la mode sans attributs
-------
Suggère de porter comme mode
",0,item-icon-269,269,Gants du Soldat Romain,5,,0,3,999,0,1,2,1,
4,1," Il y a une chance d'obtenir lors de la synthèse d'équipement.
Apparence à la mode sans attributs
-------
Suggère de porter comme mode
",0,item-icon-270,270,Pantalon du Soldat Romain,5,,0,3,999,0,1,2,1,
4,1," Il y a une chance d'obtenir lors de la synthèse d'équipement.
Apparence à la mode sans attributs
-------
Suggère de porter comme mode
",0,item-icon-271,271,Chaussures du Soldat Romain,5,,0,3,999,0,1,2,1,
4,1," Il y a une chance d'obtenir lors de la synthèse d'équipement.
Apparence à la mode sans attributs
-------
Suggère de porter comme mode
",0,item-icon-272,272,Cheveux du Gamin des Rues,5,,0,3,999,0,1,2,1,
4,1," Il y a une chance d'obtenir lors de la synthèse d'équipement.
Apparence à la mode sans attributs
-------
Suggère de porter comme mode
",0,item-icon-273,273,Haut du Gamin des Rues,5,,0,3,999,0,1,2,1,
4,1," Il y a une chance d'obtenir lors de la synthèse d'équipement.
Apparence à la mode sans attributs
-------
Suggère de porter comme mode
",0,item-icon-274,274,Gants du Gamin des Rues,5,,0,3,999,0,1,2,1,
4,1," Il y a une chance d'obtenir lors de la synthèse d'équipement.
Apparence à la mode sans attributs
-------
Suggère de porter comme mode
",0,item-icon-275,275,Pantalon du Gamin des Rues,5,,0,3,999,0,1,2,1,
4,1," Il y a une chance d'obtenir lors de la synthèse d'équipement.
Apparence à la mode sans attributs
-------
Suggère de porter comme mode
",0,item-icon-276,276,Chaussures du Gamin des Rues,5,,0,3,999,0,1,2,1,
4,1," Il y a une chance d'obtenir lors de la synthèse d'équipement.
Apparence à la mode sans attributs
-------
Suggère de porter comme mode
",0,item-icon-277,277,Cheveux de l'Ensemble Woof Woof,5,,0,1,999,0,1,5,1,718
4,1," Il y a une chance d'obtenir lors de la synthèse d'équipement.
Apparence à la mode sans attributs
-------
Suggère de porter comme mode
",0,item-icon-278,278,Haut de l'Ensemble Woof Woof,5,,0,1,999,0,1,5,1,718
4,1," Il y a une chance d'obtenir lors de la synthèse d'équipement.
Apparence à la mode sans attributs
-------
Suggère de porter comme mode
",0,item-icon-279,279,Gants de l'Ensemble Woof Woof,5,,0,1,999,0,1,5,1,718
4,1," Il y a une chance d'obtenir lors de la synthèse d'équipement.
Apparence à la mode sans attributs
-------
Suggère de porter comme mode
",0,item-icon-280,280,Pantalon de l'Ensemble Woof Woof,5,,0,1,999,0,1,5,1,718
4,1," Il y a une chance d'obtenir lors de la synthèse d'équipement.
Apparence à la mode sans attributs
-------
Suggère de porter comme mode
",0,item-icon-281,281,Chaussures de l'Ensemble Woof Woof,5,,0,1,999,0,1,5,1,718
4,1," Il y a une chance d'obtenir lors de la synthèse d'équipement.
Apparence à la mode sans attributs
-------
Suggère de porter comme mode
",0,item-icon-282,282,Cheveux de la Flamme Passionnée,5,,0,3,999,0,1,6,1,
4,1," Il y a une chance d'obtenir lors de la synthèse d'équipement.
Apparence à la mode sans attributs
-------
Suggère de porter comme mode
",0,item-icon-283,283,Haut de la Flamme Passionnée,5,,0,3,999,0,1,6,1,
4,1," Il y a une chance d'obtenir lors de la synthèse d'équipement.
Apparence à la mode sans attributs
-------
Suggère de porter comme mode
",0,item-icon-284,284,Gants de la Flamme Passionnée,5,,0,3,999,0,1,6,1,
4,1," Il y a une chance d'obtenir lors de la synthèse d'équipement.
Apparence à la mode sans attributs
-------
Suggère de porter comme mode
",0,item-icon-285,285,Pantalon de flamme passionné,5,,0,3,999,0,1,6,1,
4,1," Il y a une chance d'obtenir lors de la synthèse d'équipement.
Apparence à la mode sans attributs
-------
Suggère de porter comme mode
",0,item-icon-286,286,Chaussures de flamme passionnée,5,,0,3,999,0,1,6,1,
0,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Améliorez votre puissance d'attaque en combat.
-------
Si vous craignez d'être poursuivi par des monstres, cet arc est parfait pour vous, vous pouvez tuer des monstres à distance en toute sécurité.
",0,item-icon-287,287,Arc en pierre,1,263,0,2,999,0,1,1,1,
0,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Améliorez votre puissance d'attaque en combat.
-------
Si vous craignez d'être poursuivi par des monstres, cet arc est parfait pour vous, vous pouvez tuer des monstres à distance en toute sécurité.
",0,item-icon-288,288,Arc en métal,"1,2",272,0,2,999,0,1,2,1,
0,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Améliorez votre puissance d'attaque en combat.
-------
Si vous craignez d'être poursuivi par des monstres, cet arc est parfait pour vous, vous pouvez tuer des monstres à distance en toute sécurité.
",0,item-icon-289,289,Arc en cristal,"1,2,3",273,0,2,999,0,1,3,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Restaure un peu d'énergie
",0,item-icon-295,295,"Potion de restauration d'énergie - Petite
",1,,0,3,999,0,3,1,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Restaure plus d'énergie
",0,item-icon-296,296,"Potion de restauration d'énergie - Moyenne
",1,,0,3,999,0,3,2,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Restaure beaucoup d'énergie
",0,item-icon-297,297,"Potion de restauration d'énergie - Grande
",1,,0,3,999,0,3,3,1,
0,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Débloquez des produits agricoles de niveau supérieur.
-------
Une houe dorée étincelante, extraordinairement tranchante et durable. Utilisée pour l'agriculture, elle vous permet de maîtriser facilement le pouvoir de la terre, favorisant une culture vigoureuse. C'est aussi la fierté des agriculteurs, symbolisant leur travail acharné et leurs espoirs d'une récolte abondante.
",0,item-icon-299,299,"Houe en or de niveau 4
","1,2,3,4",212,0,1,999,0,1,4,1,718
0,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Améliorez votre efficacité de collecte.
-------
Une hache dorée étincelante, sa lame incroyablement tranchante, capable de couper sans effort les arbres les plus résistants. Avec son poids modéré, c'est un outil stable et flexible, préféré des collecteurs.
",0,item-icon-300,300,"Hache en or de niveau 4
","1,2,3,4",356,0,3,999,0,1,4,1,
0,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Améliorez votre efficacité de collecte.
-------
Un outil radieux en forme de gemme conçu pour la collecte. Son matériau robuste et son design complexe facilitent l'extraction de minerais et de trésors. Que vous vous aventuriez dans les profondeurs souterraines ou que vous exploriez des régions montagneuses à la recherche de ressources précieuses, la pioche en diamant est votre compagnon le plus fiable.
",0,item-icon-301,301,"Pioche en or de niveau 4
","1,2,3,4",362,0,3,999,0,1,4,1,
0,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Débloquez des produits agricoles de niveau supérieur.
-------
Des ciseaux éblouissants en or, exceptionnellement tranchants, coupant sans effort divers matériaux, que ce soit du tissu, du papier ou des plantes délicates. C'est un outil indispensable pour chaque agriculteur et artisan, utilisé pour tailler les plantes, couper le tissu ou réaliser des travaux d'artisanat complexes. Que ce soit dans les champs ou les ateliers, les ciseaux en or sont le symbole d'un savoir-faire exquis et d'un goût raffiné.
",0,item-icon-302,302,"Ciseaux en or de niveau 4
","1,2,3,4",,0,1,999,0,1,4,1,718
0,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Améliorez votre efficacité de collecte.
-------
Une faux étincelante d'une lueur dorée, dotée d'une lame incroyablement tranchante. C'est l'un des outils préférés des agriculteurs, utilisé pour récolter les cultures mûres. La lumière dorée qui brille sous le soleil apporte une sensation de récolte joyeuse et de prospérité dans les champs.
",0,item-icon-303,303,"Faucille en or de niveau 4
","1,2,3,4",,0,3,999,0,1,4,1,
0,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Débloquez des produits agricoles de niveau supérieur.
-------
Une bouilloire magnifique entièrement en or pur. Non seulement elle a une apparence éblouissante, mais elle possède également des propriétés magiques. Lorsque vous utilisez la bouilloire en or, elle restaure rapidement votre santé et votre mana, vous maintenant énergique lors des combats. Que ce soit dans des combats intenses ou des travaux acharnés dans les champs, la bouilloire en or est votre compagnon le plus fidèle.
",0,item-icon-304,304,"Bouilloire en or de niveau 4
","1,2,3,4",213,0,1,999,0,1,4,1,718
0,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Débloquez des produits agricoles de niveau supérieur.
-------
Un joyau étincelant en forme de houe, extraordinaire par sa netteté et sa durabilité. En l'utilisant pour l'agriculture, vous pouvez facilement cultiver des terres fertiles et récolter une abondance de cultures.
",0,item-icon-305,305,"Houe en diamant de niveau 5
","1,2,3,4,5",220,0,1,999,0,1,5,1,718
0,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Améliorez votre efficacité de collecte.
-------
Une hache étincelante en forme de gemme, avec une lame extrêmement tranchante qui coupe sans effort les minerais et le bois les plus durs. Sa netteté et sa durabilité en font l'outil de prédilection des collecteurs, doublant leur efficacité de collecte de ressources.
",0,item-icon-306,306,"Hache en diamant de niveau 5
","1,2,3,4,5",364,0,3,999,0,1,5,1,
0,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Améliorez votre efficacité de collecte.
-------
Un outil radieux en forme de gemme conçu pour la collecte de précieux minerais. Sa tête en diamant tranchante perce sans effort les roches dures, facilitant la localisation et la collecte de ressources minérales précieuses. Que vous vous aventuriez en profondeur sous terre ou que vous exploriez des régions montagneuses à la recherche de ressources précieuses, la pioche en diamant est votre compagnon le plus fiable.
",0,item-icon-307,307,"Pioche en diamant de niveau 5
","1,2,3,4,5",370,0,3,999,0,1,5,1,
0,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Débloquez des produits agricoles de niveau supérieur.
-------
Étincelant de la lumière des gemmes, ce magnifique couteau est d'une netteté exceptionnelle, coupant sans effort tous les matériaux, qu'il s'agisse de métal dur, de tissu épais ou de plantes délicates. Dans les champs, c'est un outil efficace pour tailler les cultures et élaguer les arbres. Dans le domaine de l'exploration, c'est un outil essentiel pour les aventuriers courageux, collectant rapidement des ressources précieuses. Que vous soyez agriculteur ou explorateur, les ciseaux en diamant sont votre partenaire le plus fiable.
",0,item-icon-308,308,"Ciseaux en diamant de niveau 5
","1,2,3,4,5",,0,1,999,0,1,5,1,718
